nom_client,id_neobrain_client,id_neobrain_competence,code_competence,nom_competence,referentiel_competence,type_referentiel_competence,type_referentiel_competence_detaille,groupe_competence,type_groupe_competence,date_mise_a_jour,maitrise_moyenne,motivation_moyenne,maitrise_moyenne_note_manager,nb_collaborateurs_actifs,nb_collaborateur_a_reskiller,nb_metier_possedant_ce_metier,categorie_detention,gamme_detention,description_niveau_1,description_niveau_2,description_niveau_3,description_niveau_4
OPT - NC,620,21967482,COMP311,"Connaissance des matériels et des constructeurs, de l'état de l'art des technologies et des équipements dans son domaine",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:17,2.0,3.0,,1.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967174,COMP3,Méthode d'achat et d'approvisionnement et de gestion de stock.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:01,2.83,2.83,,10.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967616,COMP445,Maîtrise du management des projets et de la planification des projets (MS Project Server),OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:30,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967256,COMP85,Connaissances des nouvelles technologies de l'information et de la communication (NTIC),OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:03,2.67,2.67,,10.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967354,COMP183,"Maitrise sur les frameworks J2EE : Hibernate, Spring, Spring boot, Spring integration, Spring batch, ...",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:08,2.67,2.17,,11.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967615,COMP444,"Maîtrise des outils de gouvernance des SI (TOGAF, COBIT, ITIL).",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:30,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967328,COMP157,Connaissance des offres et services postaux,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:06,2.76,3.06,,49.0,0.0,2.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,22026255,COMP141,Connaissance des progiciels et outils décisionnels de l'OPT-NC,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-25 23:36:08,2.89,2.6,,10.0,2.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967726,COMP555,Rédiger un acte juridique,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:43,1.5,3.0,,14.0,6.0,4.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967461,COMP290,Périmètre d'intervention en fonction de ses qualifications et habilitations Techniques bâtiment second œuvre prenant en compte les spécialités de chaque corps d'état,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:15,2.29,2.14,,8.0,4.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967775,COMP604,"Esprit d'équipe - Capacité à favoriser la cohésion, la collaboration et l'engagement des membres pour atteindre les objectifs collectifs",OPT-NC 2025,Customer,OPT - NC,Manager,,2025-09-03 13:38:49,2.58,3.48,,90.0,63.0,4.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967679,COMP508,Enquêter,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:37,3.75,3.75,,4.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967650,COMP479,Concilier les besoins de l'agent et de l'organisation,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:34,,,,,,,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967187,COMP16,Equipements réseau et sécurité Cisco et Palo Alto,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:01,,,,3.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967301,COMP130,"Connaissance des différentes techniques d'entretien dans le cadre d'études qualitatives : focus group, entretien en face à face, observation...",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:05,3.0,4.0,,6.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967697,COMP526,Juger,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:39,,,,,,,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967624,COMP453,Alerter sur une situation à risque,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:31,3.26,3.34,,270.0,18.0,17.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967308,COMP137,"Expertise en transport, logistique, flux et transit international",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:05,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967702,COMP531,Mener une médiation,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:40,,,,,,,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967553,COMP382,"Documents d'orientation générale locaux ou territoriaux (plan de développement urbain (PDU), schéma de cohérence territoriale (SCOT), etc.)",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:24,2.0,2.5,,2.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967735,COMP564,Superviser une personne,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:44,4.0,4.0,,3.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967254,COMP83,"Techniques de vente (processus de vente : prospection,accueil client, découverte du besoin, présentation produits,négociation, suivi du client...)",OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-25 04:46:51,3.12,3.29,,306.0,34.0,4.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967773,COMP602,"Prise de décision - Capacité à analyser les situations, à prendre des décisions appropriées et à en assumer la responsabilité pour garantir l'atteinte des objectifs",OPT-NC 2025,Customer,OPT - NC,Manager,,2025-09-03 13:38:49,2.51,3.32,,90.0,68.0,4.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967684,COMP513,Fiabiliser,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:38,3.17,3.35,,56.0,4.0,6.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967763,COMP592,Faire preuve de leadership,OPT-NC 2025,Customer,OPT - NC,Savoir être,,2025-09-03 13:38:48,3.02,3.16,,169.0,34.0,11.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967770,COMP599,Sens du service public,OPT-NC 2025,Customer,OPT - NC,Savoir être,,2025-09-03 13:38:49,3.59,3.52,,650.0,66.0,27.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967619,COMP448,Connaissances des architectures logicielles actuelles (micro-services),OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:30,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
